°üÃø¼Ò¸í:°æÆ÷´ëÇØ¼ö¿åÀå
À§µµ:37.808972
°æµµ:128.931889
°üÃø½Ã°£	À¯¼Ó(cm/s)	À¯Çâ(16points)	À¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(m)	À¯ÀÇÆÄÁÖ±â(sec)	ÃÖ´ëÆÄ°í(m)	ÃÖ´ëÆÄÁÖ±â(sec)	Ç³¼Ó(m/s)	Ç³Çâ(16points)	Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	½ÃÁ¤(m)	ÆÄÇâ(deg)	
2023/03/01 14:15:00	41.9	ºÏºÏ¼­	332	10.56	0.40	3.9	0.62	4.5	5.2	µ¿ºÏµ¿	68	9.2	1016.7	-	239	
2023/03/01 14:20:00	36.5	ºÏºÏ¼­	338	10.58	0.39	4.5	0.63	5.5	4.5	µ¿ºÏµ¿	61	9.2	1016.8	-	139	
2023/03/01 14:25:00	39.7	ºÏºÏ¼­	335	10.60	0.44	4.4	0.69	5.0	3.7	µ¿ºÏµ¿	68	9.2	1016.8	-	340	
2023/03/01 14:30:00	40.1	ºÏºÏ¼­	333	10.61	0.41	4.0	0.52	2.5	3.3	µ¿ºÏµ¿	75	9.2	1016.8	-	147	
2023/03/01 14:35:00	40.8	ºÏºÏ¼­	333	10.56	0.40	4.2	0.58	5.0	3.2	µ¿ºÏµ¿	78	9.2	1016.8	-	305	
2023/03/01 14:40:00	36.2	ºÏºÏ¼­	332	10.50	0.49	4.4	0.64	3.5	2.8	µ¿	84	9.1	1016.9	-	213	
2023/03/01 14:45:00	39.9	ºÏºÏ¼­	338	10.46	0.45	3.9	0.63	4.5	2.2	µ¿	97	9.2	1016.9	-	184	
2023/03/01 14:50:00	35.3	ºÏºÏ¼­	339	10.40	0.42	3.8	0.67	5.0	1.5	µ¿³²µ¿	106	9.1	1017.0	-	316	
2023/03/01 14:55:00	34.7	ºÏºÏ¼­	347	10.40	0.40	4.4	0.52	4.5	1.1	³²³²¼­	213	9.2	1017.0	-	31	
2023/03/01 15:00:00	34.0	ºÏºÏ¼­	335	10.38	0.41	4.2	0.56	4.0	4.0	³²¼­	233	9.3	1017.0	-	195	
2023/03/01 15:05:00	35.8	ºÏºÏ¼­	334	10.41	0.40	4.6	0.53	4.0	6.2	¼­³²¼­	247	9.5	1016.9	-	236	
2023/03/01 15:10:00	33.0	ºÏºÏ¼­	339	10.31	0.45	4.4	0.75	4.5	7.7	¼­³²¼­	245	9.6	1016.8	-	225	
2023/03/01 15:15:00	31.8	ºÏºÏ¼­	343	10.27	0.43	4.5	0.59	5.0	7.6	¼­³²¼­	243	9.6	1016.9	-	144	
2023/03/01 15:20:00	28.7	ºÏºÏ¼­	337	10.21	0.41	4.4	0.65	3.5	6.6	¼­³²¼­	243	9.6	1016.9	-	102	
2023/03/01 15:25:00	29.4	ºÏºÏ¼­	343	10.14	0.46	5.0	0.94	3.5	6.5	³²¼­	229	9.6	1016.7	-	6	
2023/03/01 15:30:00	31.3	ºÏºÏ¼­	344	10.11	0.45	4.6	0.65	4.0	7.1	³²¼­	227	9.7	1016.6	-	43	
2023/03/01 15:35:00	27.5	ºÏºÏ¼­	343	10.11	0.40	4.3	0.54	4.0	7.5	³²¼­	227	9.7	1016.5	-	265	
2023/03/01 15:40:00	29.7	ºÏºÏ¼­	335	10.13	0.52	4.7	0.74	4.0	7.7	³²¼­	228	9.6	1016.6	-	106	
2023/03/01 15:45:00	34.5	ºÏºÏ¼­	345	10.25	0.47	4.5	0.80	4.0	7.7	³²¼­	230	9.5	1016.6	-	323	
2023/03/01 15:50:00	38.3	ºÏºÏ¼­	344	10.37	0.43	4.5	0.62	7.5	7.1	¼­³²¼­	240	9.6	1016.8	-	206	
2023/03/01 15:55:00	36.5	ºÏºÏ¼­	347	10.36	0.45	4.7	0.59	4.0	7.4	¼­³²¼­	238	9.5	1016.8	-	267	
2023/03/01 16:00:00	29.5	ºÏºÏ¼­	343	10.31	0.41	4.8	0.59	5.0	7.0	³²¼­	233	9.4	1016.8	-	315	
2023/03/01 16:05:00	31.8	ºÏ	351	10.21	0.48	4.0	0.79	4.5	6.9	¼­³²¼­	237	9.4	1016.9	-	177	
2023/03/01 16:10:00	27.7	ºÏ	355	10.17	0.48	4.3	0.72	4.5	6.6	¼­³²¼­	240	9.5	1016.8	-	42	
2023/03/01 16:15:00	27.3	ºÏ	352	10.14	0.42	4.7	0.51	3.5	5.4	¼­³²¼­	245	9.5	1016.9	-	20	
2023/03/01 16:20:00	27.0	ºÏ	350	10.10	0.50	4.2	0.74	4.5	4.7	¼­³²¼­	249	9.7	1016.9	-	58	
2023/03/01 16:25:00	28.8	ºÏºÏ¼­	347	10.02	0.43	4.6	0.75	4.5	6.0	¼­	274	9.7	1016.9	-	305	
2023/03/01 16:30:00	32.4	ºÏºÏ¼­	347	10.23	0.51	4.4	0.91	4.0	4.4	¼­³²¼­	254	9.8	1016.9	-	292	
2023/03/01 16:35:00	32.8	ºÏºÏ¼­	344	10.35	0.52	4.2	0.68	4.5	5.3	¼­	259	9.9	1016.8	-	156	
2023/03/01 16:40:00	34.2	ºÏºÏ¼­	347	10.33	0.47	4.2	0.64	4.0	5.2	¼­	263	10.1	1016.8	-	343	
2023/03/01 16:45:00	32.7	ºÏºÏ¼­	344	10.35	0.49	4.3	0.68	4.0	4.8	¼­	274	10.2	1016.8	-	195	
2023/03/01 16:50:00	34.4	ºÏºÏ¼­	345	10.40	0.49	4.5	0.72	4.0	4.9	¼­	268	10.2	1016.7	-	289	
2023/03/01 16:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/01 17:00:00	34.2	ºÏºÏ¼­	348	10.41	0.64	4.4	0.87	3.5	5.3	¼­	263	10.1	1016.8	-	311	
2023/03/01 17:05:00	31.7	ºÏºÏ¼­	344	10.44	0.49	4.4	0.70	4.5	5.8	¼­	266	10.0	1016.8	-	259	
2023/03/01 17:10:00	31.3	ºÏºÏ¼­	341	10.43	0.54	4.5	0.77	4.5	4.7	¼­	270	9.8	1017.0	-	338	
2023/03/01 17:15:00	34.3	ºÏºÏ¼­	346	10.40	0.55	4.2	0.76	4.0	4.8	¼­ºÏ¼­	292	9.7	1017.0	-	346	
2023/03/01 17:20:00	31.4	ºÏºÏ¼­	342	10.37	0.55	4.3	0.76	4.0	6.6	¼­ºÏ¼­	292	9.6	1017.0	-	329	
2023/03/01 17:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/01 17:30:00	30.4	ºÏºÏ¼­	341	10.35	0.49	4.2	0.71	4.5	6.3	¼­ºÏ¼­	295	9.5	1017.1	-	284	
2023/03/01 17:35:00	31.8	ºÏºÏ¼­	341	10.31	0.56	4.0	0.78	4.0	5.5	¼­ºÏ¼­	296	9.4	1017.1	-	331	
2023/03/01 17:40:00	30.6	ºÏ	349	10.35	0.49	4.0	0.67	3.0	6.3	¼­ºÏ¼­	284	9.4	1017.0	-	122	
2023/03/01 17:45:00	29.0	ºÏ	351	10.38	0.50	4.1	0.74	4.0	5.9	¼­ºÏ¼­	285	9.4	1017.1	-	331	
2023/03/01 17:50:00	27.5	ºÏºÏ¼­	348	10.37	0.49	4.4	0.83	3.5	6.1	¼­	276	9.4	1017.0	-	44	
2023/03/01 17:55:00	28.1	ºÏ	349	10.36	0.46	4.4	0.61	4.0	5.4	¼­	275	9.3	1017.1	-	291	
2023/03/01 18:00:00	28.0	ºÏ	356	10.35	0.50	4.0	0.76	4.0	4.6	¼­ºÏ¼­	286	9.3	1017.2	-	235	
2023/03/01 18:05:00	25.3	ºÏ	351	10.32	0.41	4.4	0.61	3.5	6.0	ºÏ¼­	306	9.3	1017.2	-	262	
2023/03/01 18:10:00	27.6	ºÏ	1	10.29	0.48	4.3	0.72	4.5	6.5	ºÏºÏ¼­	327	9.2	1017.1	-	333	
2023/03/01 18:15:00	23.2	ºÏ	2	10.27	0.53	3.9	0.72	4.5	5.7	¼­ºÏ¼­	296	9.2	1017.2	-	76	
2023/03/01 18:20:00	24.6	ºÏºÏ¼­	345	10.23	0.46	4.0	0.71	3.5	5.5	¼­ºÏ¼­	296	9.3	1017.3	-	347	
2023/03/01 18:25:00	23.7	ºÏ	358	10.19	0.41	4.3	0.59	3.5	5.3	¼­ºÏ¼­	288	9.3	1017.4	-	277	
2023/03/01 18:30:00	20.9	ºÏºÏ¼­	349	10.22	0.43	4.1	0.58	3.5	5.4	ºÏ¼­	304	9.2	1017.5	-	231	
2023/03/01 18:35:00	21.2	ºÏºÏ¼­	345	10.19	0.44	4.1	0.57	3.5	6.7	ºÏ	0	9.0	1017.5	-	298	
2023/03/01 18:40:00	19.8	ºÏºÏ¼­	336	10.14	0.49	4.3	0.78	4.0	7.0	ºÏ	358	8.8	1017.6	-	260	
2023/03/01 18:45:00	17.2	ºÏºÏ¼­	343	10.16	0.48	4.0	0.67	5.5	7.6	ºÏ	1	8.9	1017.7	-	12	
2023/03/01 18:50:00	18.5	ºÏºÏ¼­	341	10.13	0.46	3.9	0.59	6.0	6.9	ºÏ	357	8.7	1017.8	-	356	
2023/03/01 18:55:00	15.9	ºÏºÏ¼­	338	10.09	0.53	4.2	0.80	4.0	7.0	ºÏ	0	8.7	1017.9	-	235	
2023/03/01 19:00:00	9.9	ºÏºÏ¼­	340	10.09	0.60	3.9	1.03	3.5	7.3	ºÏ	2	8.6	1017.9	-	288	
2023/03/01 19:05:00	15.6	ºÏºÏ¼­	337	10.06	0.63	4.3	0.89	3.5	6.5	ºÏ	2	8.6	1018.1	-	101	
2023/03/01 19:10:00	11.7	ºÏºÏ¼­	346	10.03	0.62	4.0	0.81	3.5	5.6	ºÏ	358	8.5	1018.2	-	297	
2023/03/01 19:15:00	8.4	ºÏºÏ¼­	328	10.02	0.67	4.3	0.89	4.0	7.1	ºÏºÏ¼­	334	8.7	1018.2	-	301	
2023/03/01 19:20:00	9.5	ºÏºÏ¼­	347	10.00	0.60	3.7	0.79	4.0	6.2	¼­ºÏ¼­	300	8.8	1018.4	-	336	
2023/03/01 19:25:00	12.8	ºÏºÏ¼­	343	10.02	0.73	4.0	0.97	4.0	6.0	¼­ºÏ¼­	299	8.7	1018.5	-	62	
2023/03/01 19:30:00	13.7	ºÏºÏ¼­	335	9.99	0.64	4.0	0.86	4.0	6.6	¼­ºÏ¼­	299	8.7	1018.6	-	252	
2023/03/01 19:35:00	15.4	ºÏ	355	9.99	0.66	4.0	0.92	5.0	6.8	ºÏ¼­	307	8.7	1018.7	-	238	
2023/03/01 19:40:00	12.7	ºÏ¼­	326	9.97	0.61	4.2	0.84	3.5	8.0	¼­ºÏ¼­	293	8.6	1018.8	-	181	
2023/03/01 19:45:00	10.8	ºÏºÏ¼­	346	9.98	0.66	4.1	0.99	4.0	12.1	¼­ºÏ¼­	301	8.5	1018.8	-	141	
2023/03/01 19:50:00	10.0	ºÏºÏ¼­	343	10.00	0.69	4.0	1.01	3.5	10.9	ºÏ¼­	305	8.5	1018.9	-	308	
2023/03/01 19:55:00	11.4	ºÏ	350	10.04	0.75	4.1	1.15	6.0	9.9	ºÏ¼­	308	8.5	1019.0	-	22	
2023/03/01 20:00:00	14.6	ºÏºÏ¼­	338	10.07	0.75	4.1	0.96	4.0	9.5	ºÏ¼­	308	8.4	1019.0	-	37	
2023/03/01 20:05:00	13.7	ºÏºÏ¼­	341	10.07	0.77	4.7	1.01	4.0	9.7	ºÏ¼­	309	8.4	1019.1	-	247	
2023/03/01 20:10:00	10.7	ºÏºÏ¼­	346	10.05	0.75	4.0	1.31	4.5	9.0	ºÏ¼­	304	8.4	1019.1	-	74	
2023/03/01 20:15:00	14.3	ºÏºÏ¼­	339	10.01	0.70	4.1	1.07	4.5	8.4	¼­ºÏ¼­	296	8.1	1019.3	-	261	
2023/03/01 20:20:00	15.3	ºÏºÏ¼­	338	10.01	0.71	4.1	1.11	4.5	8.3	¼­ºÏ¼­	303	8.1	1019.3	-	261	
2023/03/01 20:25:00	16.8	ºÏºÏ¼­	336	10.10	0.71	4.9	0.95	3.5	9.4	¼­ºÏ¼­	299	8.1	1019.4	-	45	
2023/03/01 20:30:00	14.9	ºÏºÏ¼­	338	10.14	0.66	4.6	0.83	3.5	8.6	¼­ºÏ¼­	297	8.1	1019.5	-	203	
2023/03/01 20:35:00	20.7	ºÏºÏ¼­	338	10.17	0.73	4.6	1.13	3.5	8.0	¼­ºÏ¼­	289	7.9	1019.5	-	7	
2023/03/01 20:40:00	20.6	ºÏºÏ¼­	339	10.21	0.75	6.1	1.04	8.0	7.4	¼­ºÏ¼­	290	7.7	1019.5	-	54	
2023/03/01 20:45:00	20.0	ºÏºÏ¼­	346	10.17	0.76	4.2	1.06	3.5	6.8	¼­ºÏ¼­	289	7.7	1019.5	-	38	
2023/03/01 20:50:00	18.6	ºÏºÏ¼­	333	10.18	0.58	4.1	0.83	3.5	6.6	¼­	281	7.7	1019.5	-	227	
2023/03/01 20:55:00	20.2	ºÏºÏ¼­	340	10.19	0.59	4.9	1.07	4.5	6.6	¼­	276	7.6	1019.6	-	23	
2023/03/01 21:00:00	15.2	ºÏ¼­	326	10.18	0.62	4.2	0.80	4.5	6.7	¼­	279	7.5	1019.6	-	206	
2023/03/01 21:05:00	21.7	ºÏºÏ¼­	332	10.21	0.69	4.6	0.95	7.0	7.3	¼­ºÏ¼­	282	7.5	1019.7	-	230	
2023/03/01 21:10:00	19.2	ºÏºÏ¼­	333	10.23	0.56	5.6	0.97	5.5	9.3	¼­	276	7.6	1019.6	-	42	
2023/03/01 21:15:00	20.1	ºÏºÏ¼­	342	10.24	0.59	5.0	0.82	6.5	9.0	¼­	273	7.7	1019.7	-	45	
2023/03/01 21:20:00	18.3	ºÏºÏ¼­	337	10.23	0.66	6.7	0.89	7.0	8.7	¼­	274	7.6	1019.7	-	354	
2023/03/01 21:25:00	16.6	ºÏºÏ¼­	335	10.28	0.71	7.1	1.02	7.5	8.0	¼­	278	7.5	1019.8	-	52	
2023/03/01 21:30:00	17.4	ºÏºÏ¼­	330	10.26	0.55	4.6	0.79	4.5	7.2	¼­	278	7.5	1019.9	-	80	
2023/03/01 21:35:00	17.3	ºÏºÏ¼­	343	10.26	0.69	5.3	0.84	3.5	7.7	¼­	278	7.4	1020.0	-	41	
2023/03/01 21:40:00	19.6	ºÏºÏ¼­	335	10.23	0.72	6.0	0.82	7.0	8.4	¼­	275	7.4	1020.0	-	26	
2023/03/01 21:45:00	16.4	ºÏºÏ¼­	336	10.24	0.73	5.7	0.97	4.5	7.2	¼­ºÏ¼­	287	7.4	1020.2	-	37	
2023/03/01 21:50:00	19.6	ºÏºÏ¼­	336	10.22	0.79	6.1	1.02	4.0	6.7	¼­ºÏ¼­	300	7.3	1020.4	-	2	
2023/03/01 21:55:00	17.8	ºÏºÏ¼­	331	10.21	0.78	5.1	0.95	5.0	6.9	¼­ºÏ¼­	299	7.1	1020.5	-	358	
2023/03/01 22:00:00	21.5	ºÏ¼­	318	10.21	0.83	5.7	1.17	5.0	7.5	ºÏ¼­	312	7.1	1020.5	-	324	
2023/03/01 22:05:00	9.3	ºÏ¼­	308	10.18	0.80	5.3	1.10	5.5	8.7	ºÏ¼­	307	7.2	1020.5	-	217	
2023/03/01 22:10:00	22.9	ºÏºÏ¼­	334	10.19	1.16	7.3	1.55	6.0	8.0	ºÏ¼­	306	7.1	1020.6	-	42	
2023/03/01 22:15:00	21.0	ºÏºÏ¼­	334	10.20	0.92	6.8	1.30	7.0	7.6	ºÏ¼­	311	7.0	1020.6	-	48	
2023/03/01 22:20:00	15.0	ºÏ¼­	322	10.19	0.89	5.2	1.20	5.5	6.9	ºÏ¼­	306	7.1	1020.7	-	354	
2023/03/01 22:25:00	20.9	ºÏºÏ¼­	341	10.21	0.96	5.9	1.15	5.0	7.6	ºÏ¼­	309	6.9	1020.7	-	7	
2023/03/01 22:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/01 22:35:00	21.3	ºÏ¼­	324	10.22	1.00	6.8	1.54	8.5	5.8	¼­ºÏ¼­	293	6.6	1020.8	-	52	
2023/03/01 22:40:00	22.9	ºÏºÏ¼­	337	10.22	0.79	5.7	1.04	4.5	5.9	¼­ºÏ¼­	297	6.4	1020.8	-	36	
2023/03/01 22:45:00	21.8	ºÏºÏ¼­	331	10.22	1.14	6.6	1.52	6.0	5.5	¼­ºÏ¼­	297	6.5	1020.9	-	45	
2023/03/01 22:50:00	20.7	ºÏ¼­	323	10.22	1.05	6.5	1.46	5.0	5.2	¼­ºÏ¼­	297	6.4	1020.9	-	44	
2023/03/01 22:55:00	21.9	ºÏ¼­	318	10.24	1.03	5.8	1.43	6.5	5.2	¼­ºÏ¼­	297	6.4	1021.0	-	48	
2023/03/01 23:00:00	23.1	ºÏ¼­	321	10.25	1.03	6.3	1.23	5.5	5.3	¼­ºÏ¼­	293	6.4	1021.0	-	42	
2023/03/01 23:05:00	20.2	ºÏ¼­	315	10.22	1.04	6.1	1.41	5.5	4.6	¼­ºÏ¼­	291	6.4	1021.0	-	39	
2023/03/01 23:10:00	19.4	ºÏ¼­	323	10.26	1.14	7.1	1.69	7.0	4.9	¼­ºÏ¼­	293	6.2	1021.1	-	41	
2023/03/01 23:15:00	23.1	ºÏ¼­	322	10.29	1.33	6.4	1.79	5.5	5.1	¼­ºÏ¼­	296	6.2	1021.1	-	348	
2023/03/01 23:20:00	25.1	ºÏ¼­	322	10.29	1.15	6.4	1.58	6.0	5.0	¼­ºÏ¼­	292	6.1	1021.1	-	47	
2023/03/01 23:25:00	21.7	ºÏ¼­	319	10.33	1.09	6.3	1.38	5.5	5.7	¼­ºÏ¼­	292	6.1	1021.2	-	42	
2023/03/01 23:30:00	24.2	ºÏ¼­	314	10.37	1.44	6.7	1.74	6.5	6.1	ºÏ¼­	305	6.1	1021.2	-	36	
2023/03/01 23:35:00	17.9	ºÏ¼­	319	10.38	1.52	6.9	1.99	7.0	6.6	ºÏ¼­	305	6.1	1021.2	-	29	
2023/03/01 23:40:00	18.6	ºÏ¼­	323	10.39	1.20	6.4	1.51	6.5	7.1	¼­ºÏ¼­	302	6.2	1021.2	-	8	
2023/03/01 23:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/01 23:50:00	22.4	ºÏ¼­	320	10.42	1.57	6.7	2.47	7.0	7.3	ºÏ¼­	309	6.2	1021.4	-	20	
2023/03/01 23:55:00	18.3	ºÏºÏ¼­	330	10.40	1.57	6.6	2.07	7.0	7.7	ºÏ¼­	319	6.2	1021.4	-	24	
2023/03/02 00:00:00	15.8	ºÏ¼­	324	10.40	1.37	6.4	1.83	6.5	7.4	ºÏ¼­	310	6.2	1021.5	-	9	
2023/03/02 00:05:00	14.7	ºÏ¼­	314	10.42	1.40	6.7	1.77	7.0	7.0	ºÏ¼­	313	6.2	1021.5	-	26	
2023/03/02 00:10:00	13.7	ºÏºÏ¼­	334	10.40	1.70	6.6	2.15	6.0	6.7	ºÏ¼­	313	6.2	1021.5	-	353	
2023/03/02 00:15:00	16.5	ºÏ¼­	311	10.40	1.60	7.0	2.01	7.0	7.8	ºÏ¼­	315	6.2	1021.4	-	354	
2023/03/02 00:20:00	16.3	ºÏºÏ¼­	330	10.39	1.45	6.6	1.94	6.0	7.7	ºÏ¼­	304	6.1	1021.5	-	18	
2023/03/02 00:25:00	19.1	ºÏ¼­	321	10.43	1.42	6.6	1.80	5.5	7.9	¼­ºÏ¼­	299	6.0	1021.4	-	357	
2023/03/02 00:30:00	17.2	ºÏºÏ¼­	344	10.40	1.59	6.5	2.18	6.5	7.0	ºÏ¼­	309	6.0	1021.5	-	4	
2023/03/02 00:35:00	12.7	ºÏºÏ¼­	329	10.39	1.58	7.0	1.79	7.5	7.6	ºÏ¼­	309	5.9	1021.5	-	7	
2023/03/02 00:40:00	15.3	ºÏ¼­	319	10.39	1.53	7.0	2.09	6.5	7.5	ºÏ¼­	311	5.9	1021.6	-	21	
2023/03/02 00:45:00	16.4	ºÏºÏ¼­	326	10.39	1.96	7.3	2.82	6.5	7.4	ºÏ¼­	309	5.8	1021.6	-	31	
2023/03/02 00:50:00	8.9	ºÏ¼­	320	10.38	1.30	6.0	1.60	4.5	7.5	ºÏ¼­	319	5.8	1021.6	-	10	
2023/03/02 00:55:00	13.3	ºÏ¼­	313	10.37	1.92	6.7	2.80	7.0	6.9	ºÏ¼­	311	5.9	1021.7	-	23	
2023/03/02 01:00:00	11.6	ºÏ¼­	318	10.38	1.75	6.8	2.53	7.0	7.6	ºÏ¼­	308	5.8	1021.7	-	6	
2023/03/02 01:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/02 01:10:00	18.6	ºÏºÏ¼­	339	10.36	1.79	6.8	2.50	7.0	6.6	ºÏ¼­	306	5.6	1021.7	-	10	
2023/03/02 01:15:00	21.1	ºÏºÏ¼­	336	10.40	1.33	6.4	2.49	7.0	6.8	ºÏ¼­	306	5.6	1021.8	-	22	
2023/03/02 01:20:00	14.1	ºÏ¼­	309	10.41	1.51	6.4	2.16	7.0	7.2	ºÏ¼­	312	5.6	1021.9	-	14	
2023/03/02 01:25:00	18.1	ºÏ¼­	326	10.38	1.59	6.5	2.80	6.5	5.9	¼­ºÏ¼­	297	5.5	1022.0	-	18	
2023/03/02 01:30:00	24.8	ºÏºÏ¼­	333	10.38	1.75	6.5	2.43	6.0	5.9	¼­ºÏ¼­	298	5.3	1022.1	-	6	
2023/03/02 01:35:00	17.2	ºÏ¼­	317	10.40	1.56	6.4	1.93	6.5	5.8	¼­ºÏ¼­	299	5.4	1022.2	-	1	
2023/03/02 01:40:00	19.0	ºÏºÏ¼­	329	10.39	1.80	6.7	2.07	6.0	5.5	ºÏ¼­	304	5.3	1022.3	-	17	
2023/03/02 01:45:00	16.3	ºÏ¼­	324	10.40	1.70	6.3	2.52	6.5	5.9	ºÏ¼­	305	5.2	1022.3	-	355	
2023/03/02 01:50:00	16.8	ºÏ¼­	315	10.37	1.46	6.4	2.09	5.5	5.7	ºÏ¼­	314	5.2	1022.4	-	21	
2023/03/02 01:55:00	17.6	ºÏ¼­	318	10.37	1.67	6.0	2.37	6.5	7.6	ºÏºÏ¼­	345	5.3	1022.5	-	351	
2023/03/02 02:00:00	17.9	ºÏ¼­	305	10.36	1.59	6.2	2.29	6.0	8.9	ºÏºÏµ¿	24	5.1	1022.4	-	11	
2023/03/02 02:05:00	18.0	¼­ºÏ¼­	287	10.37	2.35	6.7	2.93	6.5	9.6	ºÏ	9	5.2	1022.4	-	23	
2023/03/02 02:10:00	14.2	¼­ºÏ¼­	300	10.38	2.38	6.5	3.45	6.0	8.6	ºÏ	1	5.1	1022.5	-	12	
2023/03/02 02:15:00	12.3	¼­ºÏ¼­	289	10.37	2.06	6.1	2.62	6.5	10.3	ºÏºÏµ¿	21	5.0	1022.5	-	7	
2023/03/02 02:20:00	18.2	¼­ºÏ¼­	289	10.37	1.98	6.2	3.31	6.0	9.9	ºÏºÏµ¿	26	5.0	1022.5	-	351	
2023/03/02 02:25:00	19.9	¼­ºÏ¼­	298	10.37	2.22	6.7	3.27	6.5	10.6	ºÏºÏµ¿	17	4.9	1022.4	-	24	
2023/03/02 02:30:00	13.1	¼­ºÏ¼­	282	10.37	1.95	6.2	2.66	6.5	8.7	ºÏµ¿	34	4.7	1022.5	-	0	
2023/03/02 02:35:00	12.6	¼­ºÏ¼­	287	10.36	2.33	7.1	3.04	6.5	8.8	ºÏºÏµ¿	33	4.9	1022.4	-	0	
2023/03/02 02:40:00	15.5	ºÏ¼­	308	10.37	2.02	6.8	2.35	6.5	5.3	ºÏ	356	4.8	1022.5	-	11	
2023/03/02 02:45:00	12.7	ºÏ¼­	305	10.36	1.70	6.0	2.65	6.0	6.1	ºÏºÏ¼­	343	5.1	1022.4	-	8	
2023/03/02 02:50:00	14.2	ºÏ¼­	324	10.39	2.30	6.9	3.35	6.5	7.1	ºÏºÏ¼­	332	5.1	1022.4	-	3	
2023/03/02 02:55:00	13.7	ºÏ¼­	304	10.35	1.84	6.0	3.22	6.0	7.4	ºÏ¼­	320	4.9	1022.4	-	11	
2023/03/02 03:00:00	11.4	ºÏ¼­	311	10.34	1.76	6.5	2.26	6.5	7.0	ºÏ¼­	313	5.0	1022.4	-	7	
2023/03/02 03:05:00	9.9	ºÏ¼­	311	10.34	1.84	6.1	2.77	7.0	6.8	ºÏ¼­	319	4.8	1022.4	-	11	
2023/03/02 03:10:00	13.5	ºÏ¼­	323	10.33	2.04	6.6	3.09	6.5	7.3	ºÏ¼­	306	4.8	1022.4	-	14	
2023/03/02 03:15:00	9.2	ºÏ¼­	317	10.33	2.07	6.7	3.40	6.5	6.8	ºÏ¼­	305	4.8	1022.5	-	353	
2023/03/02 03:20:00	16.3	ºÏ¼­	323	10.31	1.57	6.5	2.33	6.0	9.9	ºÏ¼­	312	4.8	1022.4	-	14	
2023/03/02 03:25:00	20.0	ºÏºÏ¼­	343	10.32	1.56	6.1	2.08	7.0	10.3	ºÏºÏ¼­	336	4.4	1022.6	-	345	
2023/03/02 03:30:00	17.3	¼­ºÏ¼­	295	10.31	1.54	6.3	2.05	6.0	13.3	ºÏ	1	4.1	1022.4	-	13	
2023/03/02 03:35:00	8.9	¼­	271	10.27	2.14	6.6	3.16	6.0	12.8	ºÏ	357	4.0	1022.4	-	12	
2023/03/02 03:40:00	10.1	¼­³²¼­	258	10.31	1.74	5.9	2.37	5.5	11.8	ºÏºÏµ¿	12	3.9	1022.5	-	357	
2023/03/02 03:45:00	5.0	¼­	279	10.27	1.93	6.0	2.28	5.5	11.8	ºÏ	8	3.9	1022.6	-	11	
2023/03/02 03:50:00	8.1	¼­ºÏ¼­	289	10.27	1.85	6.3	3.40	6.0	12.1	ºÏ	4	3.9	1022.6	-	353	
2023/03/02 03:55:00	7.7	¼­³²¼­	250	10.23	2.17	6.3	3.12	6.5	12.2	ºÏ	2	4.0	1022.7	-	1	
2023/03/02 04:00:00	8.3	¼­	280	10.20	2.43	6.1	3.25	6.0	12.4	ºÏ	354	4.0	1022.7	-	353	
2023/03/02 04:05:00	9.0	¼­ºÏ¼­	292	10.16	1.83	5.5	2.41	5.0	11.8	ºÏ	358	4.1	1022.7	-	3	
2023/03/02 04:10:00	6.9	ºÏ¼­	314	10.13	1.96	6.1	2.93	5.5	11.5	ºÏ	357	4.2	1022.7	-	6	
2023/03/02 04:15:00	6.3	ºÏ¼­	321	10.11	1.84	6.1	2.45	6.0	10.8	ºÏºÏ¼­	339	4.1	1022.8	-	8	
2023/03/02 04:20:00	6.2	ºÏ¼­	307	10.07	1.50	5.8	2.39	5.5	10.5	ºÏºÏ¼­	333	4.0	1022.8	-	342	
2023/03/02 04:25:00	4.7	ºÏ¼­	307	10.11	1.95	6.2	2.28	6.0	10.6	ºÏºÏ¼­	336	4.0	1022.9	-	358	
2023/03/02 04:30:00	7.1	³²¼­	214	10.06	1.89	6.1	2.53	6.5	12.0	ºÏºÏ¼­	339	4.1	1022.8	-	335	
2023/03/02 04:35:00	9.4	¼­³²¼­	237	10.08	1.99	6.5	2.61	7.0	10.6	ºÏºÏ¼­	334	3.8	1023.0	-	349	
2023/03/02 04:40:00	6.0	ºÏ¼­	325	10.07	2.10	6.1	2.81	6.0	9.9	ºÏºÏ¼­	332	3.6	1023.0	-	6	
2023/03/02 04:45:00	12.7	³²³²¼­	208	10.09	2.11	6.5	2.92	6.5	9.3	ºÏºÏ¼­	334	3.4	1023.1	-	359	
2023/03/02 04:50:00	6.2	ºÏ	356	10.10	2.87	6.5	4.19	6.0	9.4	ºÏºÏ¼­	333	3.6	1023.2	-	354	
