包螟家疙:版器措秦荐垮厘
困档:37.808972
版档:128.931889
包螟矫埃	蜡加(cm/s)	蜡氢(16points)	蜡氢(deg)	荐柯(∩)	蜡狼颇绊(m)	蜡狼颇林扁(sec)	弥措颇绊(m)	弥措颇林扁(sec)	浅加(m/s)	浅氢(16points)	浅氢(deg)	扁柯(∩)	扁拘(hPa)	矫沥(m)	颇氢(deg)	
2023/02/01 16:45:00	13.3	合辑	308	12.14	1.61	5.6	2.04	6.0	11.8	合辑	322	7.0	1015.8	-	1	
2023/02/01 16:50:00	18.6	合辑	313	12.14	1.66	5.6	2.45	5.0	10.7	合合辑	327	6.9	1015.9	-	15	
2023/02/01 16:55:00	18.9	合合辑	334	12.12	1.65	5.8	2.06	6.5	10.9	合合辑	331	6.9	1016.1	-	350	
2023/02/01 17:00:00	14.8	合合辑	330	12.14	1.55	5.6	2.21	5.0	11.0	合合辑	340	6.8	1016.2	-	339	
2023/02/01 17:05:00	16.9	合合辑	329	12.11	1.56	5.7	2.19	6.0	10.2	合合辑	336	6.8	1016.4	-	6	
2023/02/01 17:10:00	11.8	合合辑	345	12.08	1.72	6.1	2.38	5.5	9.9	合合辑	329	6.8	1016.5	-	8	
2023/02/01 17:15:00	12.6	合辑	317	12.09	1.68	5.9	2.27	5.5	10.7	合辑	325	6.7	1016.7	-	359	
2023/02/01 17:20:00	14.1	合辑	324	12.10	1.85	5.9	2.13	5.0	10.1	合合辑	329	6.6	1016.9	-	5	
2023/02/01 17:25:00	11.1	合	350	12.09	1.66	6.0	2.31	6.0	10.2	合辑	319	6.4	1017.0	-	355	
2023/02/01 17:30:00	17.8	合	349	12.07	1.58	5.7	2.43	5.5	10.1	合辑	317	6.2	1017.2	-	14	
2023/02/01 17:35:00	10.7	合合辑	329	12.05	1.84	6.1	2.98	6.0	10.1	合合辑	329	6.1	1017.3	-	350	
2023/02/01 17:40:00	12.1	合合辑	327	12.03	1.64	6.0	2.14	5.0	8.9	合辑	322	6.1	1017.5	-	3	
2023/02/01 17:45:00	11.5	合辑	315	12.02	1.68	5.9	2.17	6.0	9.2	合合辑	330	6.1	1017.6	-	352	
2023/02/01 17:50:00	15.0	合合辑	335	12.02	1.84	5.7	2.58	6.0	9.2	合合辑	327	6.0	1017.6	-	1	
2023/02/01 17:55:00	18.7	合合辑	341	12.01	1.71	6.3	2.50	6.0	9.6	合辑	321	6.0	1017.8	-	358	
2023/02/01 18:00:00	8.9	合辑	313	12.01	1.71	5.5	2.52	5.0	9.1	合辑	325	5.9	1017.9	-	342	
2023/02/01 18:05:00	16.1	合合辑	344	11.99	1.64	6.0	2.23	6.0	8.7	合合辑	332	5.9	1018.1	-	0	
2023/02/01 18:10:00	17.4	合合辑	340	12.03	1.66	5.6	2.14	5.0	8.9	合合辑	331	5.8	1018.2	-	1	
2023/02/01 18:15:00	12.1	合合辑	346	12.05	1.67	5.9	2.22	6.0	8.6	合合辑	331	5.8	1018.3	-	0	
2023/02/01 18:20:00	16.9	合合辑	340	12.06	1.73	6.5	2.13	5.5	8.3	合合辑	327	5.8	1018.4	-	354	
2023/02/01 18:25:00	17.4	合合辑	339	12.07	1.66	6.2	2.15	6.5	8.8	合辑	323	5.7	1018.5	-	23	
2023/02/01 18:30:00	10.0	合合辑	345	12.12	1.46	6.3	1.72	6.5	8.6	合辑	326	5.7	1018.7	-	7	
2023/02/01 18:35:00	11.5	合合辑	346	12.09	1.78	6.3	2.62	6.5	8.7	合辑	318	5.7	1018.7	-	15	
2023/02/01 18:40:00	12.8	合合辑	334	12.09	1.74	6.2	2.20	6.0	8.3	合辑	322	5.6	1018.9	-	11	
2023/02/01 18:45:00	18.2	合合辑	338	12.10	1.60	6.2	2.24	6.5	8.0	合辑	324	5.5	1019.1	-	0	
2023/02/01 18:50:00	16.7	合	359	12.13	1.50	5.9	1.77	5.5	6.9	合辑	325	5.3	1019.2	-	4	
2023/02/01 18:55:00	15.1	合辑	315	12.13	1.61	6.7	2.10	7.0	8.0	合辑	321	5.4	1019.3	-	356	
2023/02/01 19:00:00	18.0	合合辑	338	12.14	1.56	6.2	2.36	7.0	7.3	合辑	323	5.5	1019.5	-	4	
2023/02/01 19:05:00	16.8	合合辑	334	12.15	1.59	6.6	2.11	6.5	7.2	合辑	320	5.4	1019.5	-	4	
2023/02/01 19:10:00	13.9	合合辑	329	12.18	1.62	6.5	2.07	6.0	6.8	合辑	325	5.2	1019.7	-	358	
2023/02/01 19:15:00	18.2	合辑	323	12.18	1.60	6.1	1.97	6.0	6.6	合合辑	328	5.2	1019.8	-	351	
2023/02/01 19:20:00	18.3	合辑	323	12.18	1.75	6.5	2.28	6.5	7.0	合合辑	337	5.1	1019.9	-	356	
2023/02/01 19:25:00	22.1	合辑	324	12.19	1.46	6.2	1.93	6.0	7.1	合合辑	334	5.2	1020.0	-	344	
2023/02/01 19:30:00	21.6	合合辑	336	12.22	1.88	6.6	2.35	6.0	7.6	合合辑	328	5.2	1020.0	-	5	
2023/02/01 19:35:00	24.1	合合辑	333	12.21	1.32	6.0	1.75	7.5	7.6	合合辑	327	5.2	1020.2	-	0	
2023/02/01 19:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/01 19:45:00	26.1	合合辑	327	12.25	1.72	6.5	2.13	6.0	6.2	辑合辑	303	5.0	1020.5	-	357	
2023/02/01 19:50:00	26.6	合合辑	333	12.26	1.59	6.2	2.20	6.0	6.2	合辑	305	4.7	1020.6	-	2	
2023/02/01 19:55:00	25.3	合辑	320	12.26	1.42	6.5	2.40	6.5	5.8	辑合辑	292	4.6	1020.6	-	8	
2023/02/01 20:00:00	23.9	合合辑	332	12.27	1.41	6.0	1.75	8.0	5.2	辑合辑	300	4.3	1020.7	-	357	
2023/02/01 20:05:00	22.2	合合辑	335	12.26	1.51	6.5	2.15	6.5	4.9	合辑	308	4.0	1020.8	-	359	
2023/02/01 20:10:00	26.5	合合辑	332	12.27	1.85	6.5	2.42	6.5	5.1	合辑	311	4.0	1020.9	-	14	
2023/02/01 20:15:00	26.9	合合辑	333	12.27	1.46	6.6	1.99	6.5	5.5	合辑	307	4.0	1021.0	-	13	
2023/02/01 20:20:00	25.2	合辑	321	12.28	1.69	6.6	2.24	6.0	6.2	合辑	312	4.0	1021.1	-	339	
2023/02/01 20:25:00	21.0	合合辑	333	12.28	1.80	6.4	2.38	6.0	5.8	合辑	308	3.9	1021.1	-	4	
2023/02/01 20:30:00	28.5	合辑	325	12.31	1.72	6.7	2.21	7.0	6.1	合辑	304	3.7	1021.1	-	1	
2023/02/01 20:35:00	29.5	合辑	321	12.33	1.87	6.5	2.15	6.5	6.2	辑合辑	297	3.6	1021.2	-	8	
2023/02/01 20:40:00	29.4	合辑	326	12.34	1.69	6.4	2.25	7.0	7.1	辑合辑	292	3.5	1021.3	-	12	
2023/02/01 20:45:00	30.0	合合辑	334	12.38	1.49	6.7	1.82	6.5	6.6	辑合辑	297	3.5	1021.4	-	355	
2023/02/01 20:50:00	32.5	合合辑	337	12.41	1.22	6.3	1.32	5.5	6.9	辑合辑	295	3.7	1021.4	-	353	
2023/02/01 20:55:00	31.2	合合辑	334	12.40	1.51	6.7	2.70	6.5	7.1	辑合辑	287	3.8	1021.5	-	354	
2023/02/01 21:00:00	32.4	合辑	325	12.40	1.51	6.6	2.32	6.0	6.8	辑合辑	290	3.8	1021.6	-	357	
2023/02/01 21:05:00	31.4	合合辑	331	12.41	1.32	6.3	1.79	6.0	6.7	合辑	306	3.8	1021.7	-	346	
2023/02/01 21:10:00	30.2	合合辑	338	12.43	1.61	6.3	2.52	6.5	6.9	辑合辑	299	3.8	1021.9	-	9	
2023/02/01 21:15:00	29.9	合合辑	342	12.43	1.39	6.5	2.23	6.5	6.8	辑合辑	296	3.7	1022.0	-	5	
2023/02/01 21:20:00	32.3	合合辑	335	12.43	1.62	6.5	2.36	7.0	6.8	辑合辑	295	3.5	1022.1	-	8	
2023/02/01 21:25:00	31.9	合合辑	333	12.43	1.86	6.6	2.36	6.0	6.3	辑合辑	289	3.5	1022.2	-	350	
2023/02/01 21:30:00	33.7	合合辑	343	12.49	1.74	6.5	1.96	6.5	6.2	辑合辑	289	3.4	1022.3	-	356	
2023/02/01 21:35:00	30.1	合合辑	342	12.49	1.36	6.5	1.79	6.0	5.6	辑合辑	283	3.4	1022.4	-	357	
2023/02/01 21:40:00	30.6	合合辑	331	12.49	1.37	6.5	2.11	6.0	5.7	辑合辑	297	3.5	1022.6	-	350	
2023/02/01 21:45:00	29.1	合合辑	335	12.49	1.46	6.6	2.69	5.5	5.8	辑合辑	303	3.4	1022.6	-	344	
2023/02/01 21:50:00	35.1	合合辑	336	12.48	1.53	6.9	2.05	7.0	5.5	辑合辑	290	3.2	1022.7	-	342	
2023/02/01 21:55:00	32.4	合合辑	331	12.49	1.89	6.6	2.25	6.5	6.4	辑合辑	302	3.3	1022.7	-	359	
2023/02/01 22:00:00	33.8	合合辑	339	12.46	1.40	6.6	1.97	6.0	6.8	辑合辑	297	3.2	1022.7	-	4	
2023/02/01 22:05:00	30.1	合合辑	339	12.48	1.28	6.3	2.00	6.0	7.0	辑合辑	302	3.1	1022.8	-	340	
2023/02/01 22:10:00	25.0	合辑	317	12.49	1.47	6.2	2.22	6.0	6.6	辑合辑	294	3.1	1022.8	-	15	
2023/02/01 22:15:00	31.4	合合辑	339	12.50	1.68	6.7	2.04	6.0	6.9	辑合辑	302	3.2	1022.9	-	3	
2023/02/01 22:20:00	28.0	合合辑	337	12.49	1.60	6.8	2.56	7.0	7.2	辑合辑	296	3.1	1022.9	-	9	
2023/02/01 22:25:00	28.2	合合辑	332	12.46	1.45	6.6	2.16	6.0	8.0	辑合辑	293	3.1	1022.9	-	356	
2023/02/01 22:30:00	28.0	合合辑	341	12.45	1.92	6.7	2.47	6.5	7.9	辑合辑	299	3.1	1022.9	-	2	
2023/02/01 22:35:00	31.5	合合辑	336	12.49	1.33	6.6	1.80	7.0	7.5	辑合辑	300	2.8	1023.1	-	345	
2023/02/01 22:40:00	30.9	合合辑	331	12.45	1.41	6.4	2.17	6.0	7.1	辑合辑	301	2.8	1023.0	-	6	
2023/02/01 22:45:00	33.8	合合辑	336	12.43	1.47	6.1	2.06	6.5	6.6	辑合辑	302	2.8	1023.1	-	359	
2023/02/01 22:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/01 22:55:00	28.6	合辑	325	12.47	1.71	6.7	2.49	6.0	6.4	辑合辑	288	2.6	1023.1	-	2	
2023/02/01 23:00:00	31.4	合合辑	336	12.46	1.55	6.5	2.58	6.0	6.4	辑合辑	295	2.6	1023.2	-	359	
2023/02/01 23:05:00	28.3	合合辑	343	12.46	1.48	6.7	1.98	5.5	6.5	辑合辑	295	2.6	1023.2	-	353	
2023/02/01 23:10:00	31.8	合合辑	334	12.45	1.49	6.3	2.40	6.0	6.8	辑合辑	290	2.5	1023.2	-	354	
2023/02/01 23:15:00	28.5	合合辑	338	12.46	1.35	6.0	1.84	5.5	6.5	辑合辑	291	2.6	1023.3	-	356	
2023/02/01 23:20:00	30.4	合合辑	339	12.47	1.58	6.8	2.17	6.5	6.6	辑合辑	291	2.6	1023.3	-	4	
2023/02/01 23:25:00	30.0	合合辑	338	12.48	1.43	6.5	2.32	6.5	6.2	辑合辑	288	2.5	1023.4	-	350	
2023/02/01 23:30:00	30.4	合合辑	335	12.45	1.36	6.2	2.13	6.0	6.6	辑合辑	285	2.7	1023.4	-	351	
2023/02/01 23:35:00	31.1	合合辑	335	12.46	1.18	5.9	1.83	6.0	6.6	辑合辑	287	2.6	1023.5	-	4	
2023/02/01 23:40:00	32.6	合合辑	329	12.44	1.52	6.8	2.32	6.5	6.6	辑	274	2.8	1023.7	-	4	
2023/02/01 23:45:00	29.9	合合辑	329	12.45	1.38	6.7	1.99	6.0	6.3	辑	276	2.8	1023.7	-	1	
2023/02/01 23:50:00	30.7	合合辑	342	12.44	1.31	6.5	1.58	5.5	6.0	辑合辑	284	2.7	1023.7	-	346	
2023/02/01 23:55:00	29.2	合合辑	338	12.44	1.47	6.6	1.98	6.5	5.8	辑合辑	283	2.8	1023.7	-	11	
2023/02/02 00:00:00	32.9	合合辑	341	12.45	1.57	6.6	2.71	6.5	5.4	辑合辑	286	2.9	1023.8	-	1	
2023/02/02 00:05:00	28.5	合合辑	339	12.41	1.54	6.1	1.98	6.0	5.3	辑合辑	283	2.9	1023.8	-	350	
2023/02/02 00:10:00	31.6	合合辑	343	12.44	1.51	6.3	1.94	6.5	5.4	辑合辑	282	2.7	1023.8	-	356	
2023/02/02 00:15:00	27.6	合合辑	339	12.44	1.09	6.3	1.47	5.5	5.8	辑合辑	286	2.7	1023.9	-	16	
2023/02/02 00:20:00	29.0	合合辑	337	12.41	1.39	6.3	1.97	6.5	5.9	辑合辑	282	2.7	1023.9	-	353	
2023/02/02 00:25:00	28.3	合合辑	342	12.42	1.48	6.5	2.23	6.5	5.6	辑	279	2.6	1024.0	-	6	
2023/02/02 00:30:00	27.1	合合辑	335	12.42	1.62	6.7	2.09	7.0	5.0	辑	268	2.5	1024.0	-	356	
2023/02/02 00:35:00	27.4	合合辑	334	12.42	1.40	6.4	1.65	7.0	4.5	辑	270	2.3	1024.1	-	346	
2023/02/02 00:40:00	31.9	合合辑	343	12.43	1.34	6.5	2.43	6.5	4.7	辑	264	2.1	1024.2	-	7	
2023/02/02 00:45:00	23.7	合合辑	336	12.42	1.30	6.3	1.65	6.5	4.7	辑	270	1.8	1024.3	-	17	
2023/02/02 00:50:00	32.9	合合辑	344	12.41	1.50	6.2	1.83	6.0	5.2	辑	269	1.6	1024.4	-	13	
2023/02/02 00:55:00	31.8	合合辑	334	12.41	1.81	6.6	2.52	6.5	5.3	辑	279	1.7	1024.5	-	357	
2023/02/02 01:00:00	33.8	合合辑	338	12.42	1.23	6.2	1.73	6.5	5.7	辑	280	1.8	1024.5	-	358	
2023/02/02 01:05:00	30.2	合合辑	338	12.41	1.41	6.3	1.87	7.0	5.7	辑合辑	287	2.0	1024.5	-	357	
2023/02/02 01:10:00	32.4	合合辑	337	12.41	1.46	6.2	2.02	6.5	5.9	辑合辑	288	2.3	1024.6	-	3	
2023/02/02 01:15:00	30.8	合合辑	345	12.42	1.41	6.4	1.81	5.5	5.9	辑合辑	289	2.2	1024.7	-	11	
2023/02/02 01:20:00	31.7	合合辑	332	12.39	1.54	6.5	2.04	6.5	5.7	辑合辑	289	2.0	1024.7	-	6	
2023/02/02 01:25:00	25.2	合合辑	336	12.38	1.65	6.5	2.52	6.5	5.5	辑合辑	291	2.0	1024.6	-	349	
2023/02/02 01:30:00	30.0	合合辑	345	12.38	1.78	6.6	2.33	6.0	5.3	辑合辑	290	2.1	1024.7	-	354	
2023/02/02 01:35:00	26.3	合合辑	338	12.41	1.22	6.0	1.73	6.0	5.5	辑合辑	286	2.0	1024.8	-	349	
2023/02/02 01:40:00	31.4	合合辑	346	12.41	1.63	6.3	2.16	6.0	5.8	辑合辑	293	2.0	1024.8	-	10	
2023/02/02 01:45:00	29.2	合合辑	346	12.41	1.40	6.6	1.79	6.5	5.9	辑合辑	293	2.0	1024.8	-	5	
2023/02/02 01:50:00	30.4	合合辑	335	12.37	1.51	6.8	1.94	7.0	5.8	辑合辑	297	1.9	1024.9	-	4	
2023/02/02 01:55:00	28.2	合合辑	339	12.37	1.43	6.4	1.92	5.5	5.2	辑合辑	291	1.9	1025.0	-	14	
2023/02/02 02:00:00	27.8	合合辑	342	12.37	1.64	6.6	2.45	6.5	5.3	辑合辑	296	2.0	1025.1	-	1	
2023/02/02 02:05:00	32.7	合合辑	334	12.39	1.45	6.3	1.75	6.5	5.8	辑合辑	287	1.8	1025.2	-	5	
2023/02/02 02:10:00	31.1	合合辑	344	12.36	1.68	6.3	2.38	6.5	5.4	辑合辑	292	1.5	1025.3	-	0	
2023/02/02 02:15:00	29.5	合合辑	348	12.35	1.52	6.2	1.80	6.5	5.5	辑合辑	284	1.6	1025.4	-	2	
2023/02/02 02:20:00	25.2	合合辑	334	12.37	1.36	6.6	1.69	6.5	5.4	辑合辑	286	1.5	1025.4	-	27	
2023/02/02 02:25:00	28.2	合	355	12.37	1.61	6.5	2.36	6.0	4.9	辑合辑	284	1.3	1025.5	-	5	
2023/02/02 02:30:00	25.4	合合辑	345	12.36	1.50	6.6	1.65	8.0	4.6	辑	280	1.4	1025.5	-	3	
2023/02/02 02:35:00	24.8	合合辑	343	12.34	1.59	6.7	2.44	6.0	4.8	辑合辑	284	1.3	1025.4	-	352	
2023/02/02 02:40:00	29.6	合	351	12.37	2.00	6.6	2.48	6.5	5.0	辑合辑	286	1.4	1025.4	-	3	
2023/02/02 02:45:00	25.7	合合辑	346	12.36	1.21	6.3	1.37	5.5	5.1	辑合辑	291	1.4	1025.5	-	7	
2023/02/02 02:50:00	28.9	合	351	12.35	1.39	6.7	1.69	6.0	5.2	辑合辑	289	1.4	1025.6	-	355	
2023/02/02 02:55:00	26.9	合合辑	344	12.33	1.45	6.8	1.94	7.0	5.0	辑合辑	294	1.3	1025.5	-	9	
2023/02/02 03:00:00	26.5	合合辑	343	12.34	1.83	6.4	2.90	6.5	5.3	辑合辑	302	1.4	1025.4	-	355	
2023/02/02 03:05:00	24.8	合合辑	343	12.36	1.67	6.4	2.46	7.0	5.4	合辑	306	1.5	1025.3	-	18	
2023/02/02 03:10:00	23.2	合合辑	341	12.34	1.53	6.8	1.96	6.5	5.3	辑合辑	298	1.3	1025.3	-	20	
2023/02/02 03:15:00	21.9	合合辑	343	12.34	1.88	6.6	2.54	6.5	5.2	辑合辑	300	1.3	1025.5	-	356	
2023/02/02 03:20:00	23.4	合合辑	337	12.33	1.46	6.7	2.03	7.0	4.9	辑合辑	290	1.2	1025.5	-	354	
2023/02/02 03:25:00	25.1	合	349	12.30	1.50	6.7	2.41	6.0	5.2	辑合辑	288	1.1	1025.5	-	1	
2023/02/02 03:30:00	24.5	合合辑	336	12.30	1.42	6.5	1.75	6.0	4.8	辑合辑	294	1.1	1025.5	-	354	
2023/02/02 03:35:00	23.4	合合辑	339	12.30	1.65	6.9	2.03	5.5	5.0	辑合辑	288	1.0	1025.4	-	355	
2023/02/02 03:40:00	21.9	合合辑	345	12.30	1.46	6.4	2.24	5.5	5.1	辑合辑	285	0.9	1025.4	-	9	
2023/02/02 03:45:00	25.5	合合辑	340	12.32	1.98	7.1	2.98	7.0	5.0	辑合辑	285	0.8	1025.5	-	5	
2023/02/02 03:50:00	28.6	合合辑	348	12.31	1.84	6.7	2.48	7.0	4.5	辑	280	0.9	1025.6	-	20	
2023/02/02 03:55:00	26.0	合合辑	337	12.34	1.36	6.8	1.82	6.5	4.3	辑合辑	285	1.1	1025.6	-	10	
2023/02/02 04:00:00	25.4	合合辑	341	12.34	1.79	6.3	2.24	6.5	3.8	辑	266	0.8	1025.6	-	358	
2023/02/02 04:05:00	21.1	合合辑	348	12.33	1.96	6.6	3.04	6.5	4.3	辑巢辑	250	0.2	1025.5	-	14	
2023/02/02 04:10:00	20.6	合	357	12.32	1.62	6.6	1.86	6.5	4.5	辑	260	0.1	1025.6	-	355	
2023/02/02 04:15:00	23.6	合合辑	342	12.28	1.68	6.8	2.20	6.5	4.5	辑	265	0.4	1025.6	-	2	
2023/02/02 04:20:00	27.1	合	351	12.26	1.73	7.1	2.44	7.0	4.2	辑	271	0.5	1025.7	-	7	
2023/02/02 04:25:00	27.0	合	353	12.24	1.57	6.7	1.94	7.0	4.6	辑合辑	285	0.7	1025.6	-	359	
2023/02/02 04:30:00	17.3	合	352	12.23	1.45	6.4	2.23	6.0	4.9	辑合辑	291	1.1	1025.6	-	2	
2023/02/02 04:35:00	24.2	合合辑	343	12.25	1.64	6.4	2.17	6.5	4.7	辑合辑	301	1.2	1025.7	-	3	
2023/02/02 04:40:00	21.2	合合辑	333	12.25	1.47	6.6	1.80	6.5	5.2	辑合辑	293	1.2	1025.7	-	10	
2023/02/02 04:45:00	22.2	合合辑	339	12.24	1.71	7.0	2.35	7.0	5.0	辑合辑	290	1.1	1025.8	-	3	
2023/02/02 04:50:00	21.2	合合辑	348	12.23	1.69	6.5	2.02	6.5	4.0	辑	270	1.0	1025.8	-	3	
2023/02/02 04:55:00	22.7	合合辑	336	12.23	1.40	6.5	1.80	6.5	4.9	辑巢辑	239	0.3	1025.8	-	350	
2023/02/02 05:00:00	22.3	合合辑	344	12.20	1.64	6.4	2.22	7.0	4.8	巢辑	236	0.0	1025.8	-	17	
2023/02/02 05:05:00	26.1	合合辑	346	12.19	1.31	6.4	1.95	6.0	5.3	辑巢辑	237	-0.2	1025.8	-	353	
2023/02/02 05:10:00	22.5	合合辑	334	12.20	1.18	6.2	1.75	7.5	5.6	辑巢辑	243	-0.2	1025.9	-	16	
2023/02/02 05:15:00	26.2	合合辑	343	12.17	1.94	6.4	2.89	6.5	5.2	辑巢辑	237	-0.1	1025.9	-	7	
2023/02/02 05:20:00	23.4	合合辑	344	12.20	1.61	6.7	2.17	6.5	4.3	辑巢辑	241	0.0	1025.9	-	8	
2023/02/02 05:25:00	22.8	合合辑	330	12.19	1.27	6.4	1.68	7.5	4.8	辑巢辑	246	-0.2	1025.9	-	7	
2023/02/02 05:30:00	21.1	合合辑	339	12.21	1.77	6.8	2.39	7.0	5.0	辑巢辑	244	-0.3	1025.9	-	5	
2023/02/02 05:35:00	26.4	合合辑	336	12.20	1.66	6.6	2.19	6.0	5.2	辑巢辑	245	-0.4	1026.0	-	12	
2023/02/02 05:40:00	21.4	合合辑	338	12.17	1.84	6.5	3.12	6.5	5.4	辑巢辑	246	-0.3	1026.0	-	8	
2023/02/02 05:45:00	26.7	合合辑	342	12.15	1.54	6.3	2.06	6.5	5.7	辑巢辑	239	-0.4	1026.0	-	20	
2023/02/02 05:50:00	25.6	合合辑	346	12.19	1.36	6.3	2.00	7.0	5.6	辑巢辑	238	-0.6	1026.1	-	355	
2023/02/02 05:55:00	23.8	合合辑	341	12.17	1.44	7.0	1.79	6.0	5.8	辑巢辑	242	-0.6	1026.1	-	6	
2023/02/02 06:00:00	25.3	合合辑	336	12.19	1.34	6.5	1.89	7.0	6.1	辑巢辑	244	-0.6	1026.2	-	17	
2023/02/02 06:05:00	27.2	合合辑	342	12.20	1.90	6.9	2.81	7.0	6.0	辑巢辑	243	-0.7	1026.2	-	5	
2023/02/02 06:10:00	22.2	合合辑	344	12.18	1.44	6.3	1.98	6.5	5.8	辑巢辑	243	-0.6	1026.2	-	356	
2023/02/02 06:15:00	23.9	合合辑	339	12.20	1.59	6.7	2.27	6.0	5.6	辑巢辑	239	-0.6	1026.3	-	21	
2023/02/02 06:20:00	21.2	合合辑	342	12.16	1.39	6.3	2.04	7.0	5.9	辑巢辑	242	-0.6	1026.4	-	2	
2023/02/02 06:25:00	27.6	合合辑	343	12.17	1.61	6.8	2.20	7.5	5.9	辑巢辑	239	-0.6	1026.5	-	358	
2023/02/02 06:30:00	21.1	合合辑	340	12.18	1.28	6.7	1.76	6.0	5.6	辑巢辑	237	-0.7	1026.6	-	16	
2023/02/02 06:35:00	27.4	合合辑	346	12.19	1.74	6.8	2.40	7.0	5.3	辑巢辑	240	-0.7	1026.6	-	11	
2023/02/02 06:40:00	29.0	合合辑	342	12.16	1.21	6.5	1.73	7.0	5.2	辑巢辑	240	-0.7	1026.6	-	346	
2023/02/02 06:45:00	25.3	合合辑	341	12.18	1.57	6.5	2.01	7.0	5.4	辑巢辑	250	-0.6	1026.6	-	18	
2023/02/02 06:50:00	24.6	合合辑	342	12.19	1.41	6.3	1.95	6.0	5.8	辑巢辑	245	-0.8	1026.7	-	39	
2023/02/02 06:55:00	25.3	合合辑	342	12.19	1.91	6.7	2.46	7.0	5.6	辑巢辑	240	-0.8	1026.8	-	8	
2023/02/02 07:00:00	27.1	合合辑	348	12.19	1.68	6.7	2.62	7.0	5.5	辑巢辑	242	-0.8	1026.9	-	1	
2023/02/02 07:05:00	22.6	合合辑	337	12.20	1.52	6.9	1.83	6.0	5.5	辑巢辑	246	-0.9	1027.0	-	354	
2023/02/02 07:10:00	26.3	合合辑	337	12.21	1.69	6.7	1.94	7.0	5.5	辑巢辑	244	-0.9	1026.9	-	8	
2023/02/02 07:15:00	28.8	合合辑	344	12.19	1.64	7.0	2.19	6.5	6.2	辑巢辑	244	-1.0	1026.9	-	21	
2023/02/02 07:20:00	26.5	合合辑	342	12.19	1.54	7.1	1.85	7.0	5.7	辑巢辑	238	-0.8	1027.1	-	37	
2023/02/02 07:25:00	26.7	合合辑	346	12.19	1.41	6.5	1.83	6.5	5.5	辑巢辑	239	-0.6	1027.0	-	7	
2023/02/02 07:30:00	26.4	合合辑	347	12.19	1.53	6.6	2.40	6.5	5.6	辑巢辑	242	-0.7	1027.0	-	20	
2023/02/02 07:35:00	24.4	合合辑	337	12.19	1.35	6.5	1.94	7.0	5.9	辑巢辑	241	-0.8	1027.0	-	5	
2023/02/02 07:40:00	27.8	合合辑	343	12.16	1.37	6.8	1.66	6.5	6.0	辑巢辑	244	-1.1	1027.0	-	359	
2023/02/02 07:45:00	24.9	合合辑	344	12.18	1.52	7.1	1.85	8.5	5.8	巢辑	236	-1.1	1027.1	-	357	
2023/02/02 07:50:00	23.6	合	354	12.17	1.74	6.6	2.27	7.0	5.7	辑巢辑	237	-0.8	1027.2	-	20	
2023/02/02 07:55:00	27.2	合	350	12.17	1.26	6.5	1.64	6.0	6.0	辑巢辑	240	-0.9	1027.1	-	347	
2023/02/02 08:00:00	31.1	合合辑	345	12.15	1.59	7.0	2.59	7.0	5.9	辑巢辑	238	-1.0	1027.1	-	22	
2023/02/02 08:05:00	24.5	合合辑	343	12.16	1.61	6.7	2.09	7.0	5.9	辑巢辑	239	-0.8	1027.2	-	6	
2023/02/02 08:10:00	28.2	合合辑	347	12.17	1.57	7.1	2.12	7.0	5.5	辑巢辑	237	-0.7	1027.2	-	17	
2023/02/02 08:15:00	27.1	合合辑	346	12.18	1.42	6.8	2.05	7.0	5.8	巢辑	232	-0.6	1027.2	-	1	
2023/02/02 08:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/02 08:25:00	27.9	合合辑	338	12.17	1.30	7.5	1.76	7.0	5.8	巢辑	234	-0.4	1027.1	-	39	
2023/02/02 08:30:00	29.0	合合辑	343	12.19	1.48	7.0	1.88	7.0	5.5	巢辑	229	-0.4	1027.1	-	21	
2023/02/02 08:35:00	26.6	合合辑	342	12.18	1.44	6.8	2.14	6.5	5.4	巢辑	227	-0.5	1027.1	-	28	
2023/02/02 08:40:00	31.6	合合辑	348	12.16	1.51	7.1	2.08	7.0	5.4	巢辑	230	-0.6	1027.1	-	18	
2023/02/02 08:45:00	24.5	合合辑	346	12.16	1.71	7.7	2.07	7.0	4.8	巢辑	226	-0.3	1027.1	-	23	
2023/02/02 08:50:00	29.9	合合辑	348	12.17	1.60	7.2	2.14	7.5	4.4	巢辑	227	-0.3	1027.1	-	1	
2023/02/02 08:55:00	33.7	合合辑	345	12.13	1.21	6.3	1.67	5.5	4.3	巢辑	231	-0.2	1027.1	-	343	
2023/02/02 09:00:00	29.5	合合辑	341	12.12	1.37	6.8	1.79	7.5	4.5	巢辑	232	-0.1	1027.1	-	20	
2023/02/02 09:05:00	30.0	合合辑	343	12.12	1.37	6.7	1.71	6.5	3.9	巢辑	231	-0.2	1027.1	-	38	
2023/02/02 09:10:00	26.8	合合辑	333	12.13	1.36	6.8	1.79	6.5	3.7	巢辑	231	-0.1	1027.1	-	45	
2023/02/02 09:15:00	27.2	合合辑	340	12.13	1.55	7.0	1.93	5.5	3.9	巢辑	230	0.0	1027.1	-	38	
